ident,type,name,elevation_ft,continent,iso_country,iso_region,municipality,icao_code,iata_code,gps_code,local_code,coordinates
EINN,large_airport,Shannon Airport,46,EU,IE,IE-CE,Shannon,EINN,SNN,EINN,,"52.702, -8.92482"
EISG,medium_airport,Sligo Airport,11,EU,IE,IE-SO,Sligo,EISG,SXL,EISG,,"54.280200958252, -8.5992097854614"
EIWF,medium_airport,Waterford Airport,119,EU,IE,IE-WD,Waterford,EIWF,WAT,EIWF,,"52.187199, -7.08696"
EKAH,medium_airport,Aarhus Airport,82,EU,DK,DK-82,Aarhus,EKAH,AAR,EKAH,,"56.303331, 10.618286"
EKBI,large_airport,Billund Airport,247,EU,DK,DK-83,Billund,EKBI,BLL,EKBI,,"55.740335, 9.157019"
EKCH,large_airport,Copenhagen Kastrup Airport,17,EU,DK,DK-84,Copenhagen,EKCH,CPH,EKCH,,"55.617900848389, 12.656000137329"
EKEB,medium_airport,Esbjerg Airport,97,EU,DK,DK-83,Esbjerg,EKEB,EBJ,EKEB,,"55.525902, 8.5534"
EKKA,medium_airport,Midtjyllands Airport / Air Base Karup,170,EU,DK,DK-82,Karup,EKKA,KRP,EKKA,,"56.297139, 9.104311"
EKLS,small_airport,L?s? Airport,25,EU,DK,DK-81,L?s?,EKLS,BYR,EKLS,,"57.277199, 11.0001"
EKMB,medium_airport,Lolland Falster Maribo Airport,16,EU,DK,DK-85,R?dby,EKMB,MRW,EKMB,,"54.699447, 11.438163"
EKOD,medium_airport,Odense Hans Christian Andersen Airport,56,EU,DK,DK-83,Odense,EKOD,ODE,EKOD,,"55.475307, 10.327206"
EKRK,medium_airport,Copenhagen Roskilde Airport,146,EU,DK,DK-85,Roskilde,EKRK,RKE,EKRK,,"55.585602, 12.1314"
EKRN,medium_airport,Bornholm Airport,52,EU,DK,DK-84,R?nne,EKRN,RNN,EKRN,,"55.063301, 14.7596"
EKSB,medium_airport,S?nderborg Airport,24,EU,DK,DK-83,S?nderborg,EKSB,SGD,EKSB,,"54.96440124511719, 9.791729927062988"
EKSN,medium_airport,Sindal Airport,92,EU,DK,DK-81,Sindal,EKSN,CNL,EKSN,,"57.503502, 10.2294"
EKSP,medium_airport,Skrydstrup Air Base,141,EU,DK,DK-83,Vojens,EKSP,SKS,EKSP,,"55.221048, 9.26702"
EKSV,medium_airport,Skive Airport,74,EU,DK,DK-82,Skive,EKSV,SQW,EKSV,,"56.550201, 9.17298"
EKTS,medium_airport,Thisted Airport,23,EU,DK,DK-81,Thisted,EKTS,TED,EKTS,,"57.068802, 8.70522"
EKVG,medium_airport,V?gar Airport,280,EU,FO,FO-U-A,V?gar,EKVG,FAE,EKVG,,"62.063256, -7.275782"
EKVJ,medium_airport,Stauning Vestjylland  Airport,17,EU,DK,DK-82,Skjern,EKVJ,STA,EKVJ,,"55.990101, 8.35391"
EKYT,medium_airport,Aalborg Airport,10,EU,DK,DK-81,Aalborg,EKYT,AAL,EKYT,,"57.094763, 9.84993"
ELLX,large_airport,Luxembourg-Findel International Airport,1234,EU,LU,LU-L,Luxembourg,ELLX,LUX,ELLX,,"49.6233333, 6.2044444"
ENAL,medium_airport,"?lesund Airport, Vigra",69,EU,NO,NO-15,?lesund,ENAL,AES,ENAL,,"62.5625, 6.1197"
ENAN,medium_airport,"And?ya Airport, Andenes",43,EU,NO,NO-18,Andenes,ENAN,ANX,ENAN,,"69.292503, 16.144199"
ENAT,medium_airport,Alta Airport,9,EU,NO,NO-56,Alta,ENAT,ALF,ENAT,,"69.976097, 23.3717"
ENBL,small_airport,"F?rde Airport, Bringeland",1046,EU,NO,NO-46,F?rde,ENBL,FDE,ENBL,,"61.391102, 5.75694"
ENBN,medium_airport,"Br?nn?ysund Airport, Br?nn?y",25,EU,NO,NO-18,Br?nn?y,ENBN,BNN,ENBN,,"65.461098, 12.2175"
ENBO,medium_airport,Bod? Airport,42,EU,NO,NO-18,Bod?,ENBO,BOO,ENBO,,"67.269203, 14.3653"
ENBR,large_airport,"Bergen Airport, Flesland",170,EU,NO,NO-46,Bergen,ENBR,BGO,ENBR,,"60.2934, 5.21814"
ENBS,medium_airport,B?tsfjord Airport,490,EU,NO,NO-56,B?tsfjord,ENBS,BJF,ENBS,,"70.60025, 29.692612"
ENBV,medium_airport,Berlev?g Airport,42,EU,NO,NO-56,Berlev?g,ENBV,BVG,ENBV,,"70.871517, 29.034097"
ENCN,medium_airport,"Kristiansand Airport, Kjevik",57,EU,NO,NO-42,Kjevik,ENCN,KRS,ENCN,,"58.204201, 8.08537"
ENDU,medium_airport,Bardufoss Airport,252,EU,NO,NO-55,M?lselv,ENDU,BDU,ENDU,,"69.055801, 18.5404"
ENEV,medium_airport,"Harstad/Narvik Airport, Evenes",84,EU,NO,NO-18,Evenes,ENEV,EVE,ENEV,,"68.491302490234, 16.678100585938"
ENFG,medium_airport,"Fagernes Airport, Leirin",2697,EU,NO,NO-34,Fagernes,ENFG,VDB,ENFG,,"61.015598, 9.28806"
ENFL,medium_airport,Flor? Airport,37,EU,NO,NO-46,Flor?,ENFL,FRO,ENFL,,"61.583599090576, 5.0247201919556"
ENGM,large_airport,"Oslo Airport, Gardermoen",681,EU,NO,NO-32,Oslo (Gardermoen),ENGM,OSL,ENGM,,"60.193901, 11.1004"
ENHA,small_airport,"Hamar Lufthavn, Stavsberg",729,EU,NO,NO-34,Hamar,ENHA,HMR,ENHA,,"60.8181, 11.068"
ENHD,medium_airport,"Haugesund Airport, Karm?y",86,EU,NO,NO-11,Karm?y,ENHD,HAU,ENHD,,"59.345299, 5.20836"
ENHF,medium_airport,Hammerfest Airport,266,EU,NO,NO-56,Hammerfest,ENHF,HFT,ENHF,,"70.679703, 23.6686"
ENHK,small_airport,Hasvik Airport,21,EU,NO,NO-56,Hasvik,ENHK,HAA,ENHK,,"70.486702, 22.1397"
ENHV,medium_airport,"Honningsv?g Airport, Valan",44,EU,NO,NO-56,Honningsv?g,ENHV,HVG,ENHV,,"71.009697, 25.983601"
ENKB,medium_airport,"Kristiansund Airport, Kvernberget",204,EU,NO,NO-15,Kvernberget,ENKB,KSU,ENKB,,"63.111801, 7.82452"
ENKL,small_airport,Gol Airport,2770,EU,NO,NO-33,Klanten flyplass,ENKL,GLL,ENKL,,"60.791066, 9.048672"
ENKR,medium_airport,"Kirkenes Airport, H?ybuktmoen",283,EU,NO,NO-56,Kirkenes,ENKR,KKN,ENKR,,"69.7258, 29.8913"
ENLK,medium_airport,Leknes Airport,78,EU,NO,NO-18,Leknes,ENLK,LKN,ENLK,,"68.152496337891, 13.609399795532"
ENMH,medium_airport,Mehamn Airport,39,EU,NO,NO-56,Mehamn,ENMH,MEH,ENMH,,"71.029701, 27.8267"
ENML,medium_airport,"Molde Airport, ?r?",10,EU,NO,NO-15,?r?,ENML,MOL,ENML,,"62.744701, 7.2625"
ENMS,medium_airport,"Mosj?en Airport, Kj?rstad",237,EU,NO,NO-18,Mosj?en,ENMS,MJF,ENMS,,"65.783997, 13.2149"
ENNA,medium_airport,"Lakselv Airport, Banak",25,EU,NO,NO-56,Lakselv,ENNA,LKL,ENNA,,"70.068802, 24.973499"
ENNM,small_airport,Namsos Airport,7,EU,NO,NO-50,Namsos,ENNM,OSY,ENNM,,"64.472198, 11.5786"
ENNO,medium_airport,Notodden Airport,63,EU,NO,NO-40,Notodden,ENNO,NTB,ENNO,,"59.565071, 9.213152"
ENOL,medium_airport,?rland Airport,28,EU,NO,NO-50,?rland,ENOL,OLA,ENOL,,"63.69889831542969, 9.604000091552734"
ENOV,medium_airport,"?rsta-Volda Airport, Hovden",243,EU,NO,NO-15,?rsta,ENOV,HOV,ENOV,,"62.180000305176, 6.0741000175476"
ENRA,medium_airport,"Mo i Rana Airport, R?ssvoll",229,EU,NO,NO-18,Mo i Rana,ENRA,MQN,ENRA,,"66.363899230957, 14.301400184631"
ENRM,medium_airport,"R?rvik Airport, Ryum",14,EU,NO,NO-50,R?rvik,ENRM,RVK,ENRM,,"64.838302612305, 11.14610004425"
ENRO,medium_airport,R?ros Airport,2054,EU,NO,NO-50,R?ros,ENRO,RRS,ENRO,,"62.578399658203, 11.342300415039"
ENRS,small_airport,R?st Airport,7,EU,NO,NO-18,R?st,ENRS,RET,ENRS,,"67.526482, 12.101575"
ENRY,medium_airport,"Moss Airport, Rygge",174,EU,NO,NO-31,Oslo,ENRY,RYG,ENRY,,"59.378817, 10.785439"
ENSB,medium_airport,"Svalbard Airport, Longyear",88,EU,NO,NO-21,Longyearbyen,ENSB,LYR,ENSB,,"78.246101379395, 15.465600013733"
ENSD,small_airport,"Sandane Airport, Anda",196,EU,NO,NO-46,Sandane,ENSD,SDN,ENSD,,"61.830002, 6.10583"
ENSG,small_airport,"Sogndal Airport, Hauk?sen",1633,EU,NO,NO-46,Sogndal,ENSG,SOG,ENSG,,"61.156101, 7.13778"
ENSH,medium_airport,"Svolv?r Airport, Helle",27,EU,NO,NO-18,Svolv?r,ENSH,SVJ,ENSH,,"68.243301, 14.6692"
ENSK,medium_airport,"Stokmarknes Airport, Skagen",11,EU,NO,NO-18,Hadsel,ENSK,SKN,ENSK,,"68.578827, 15.033417"
ENSN,medium_airport,Skien Airport,463,EU,NO,NO-40,Geiteryggen,ENSN,SKE,ENSN,,"59.185001, 9.56694"
ENSO,medium_airport,"Stord Airport, S?rstokken",160,EU,NO,NO-46,Leirvik,ENSO,SRP,ENSO,,"59.791901, 5.34085"
ENSR,medium_airport,S?rkjosen Airport,16,EU,NO,NO-55,S?rkjosen,ENSR,SOJ,ENSR,,"69.786797, 20.9594"
ENSS,medium_airport,"Vard? Airport, Svartnes",42,EU,NO,NO-56,Vard?,ENSS,VAW,ENSS,,"70.3554, 31.044901"
ENST,medium_airport,"Sandnessj?en Airport, Stokka",56,EU,NO,NO-18,Alstahaug,ENST,SSJ,ENST,,"65.956802, 12.4689"
ENTC,large_airport,"Troms? Airport, Langnes",31,EU,NO,NO-55,Troms?,ENTC,TOS,ENTC,,"69.683296, 18.9189"
ENTO,medium_airport,"Sandefjord Airport, Torp",286,EU,NO,NO-39,Torp,ENTO,TRF,ENTO,,"59.186699, 10.2586"
ENVA,large_airport,"Trondheim Airport, V?rnes",56,EU,NO,NO-50,Trondheim,ENVA,TRD,ENVA,,"63.457802, 10.924"
ENVD,medium_airport,Vads? Airport,127,EU,NO,NO-56,Vads?,ENVD,VDS,ENVD,,"70.0653, 29.8447"
ENZV,large_airport,"Stavanger Airport, Sola",29,EU,NO,NO-11,Stavanger,ENZV,SVG,ENZV,,"58.876701, 5.63778"
EPBY,medium_airport,Bydgoszcz Ignacy Jan Paderewski Airport,235,EU,PL,PL-KP,Bydgoszcz,EPBY,BZG,EPBY,,"53.096802, 17.977699"
EPGD,large_airport,Gda?sk Lech Wa??sa Airport,489,EU,PL,PL-PM,Gda?sk,EPGD,GDN,EPGD,,"54.377602, 18.4662"
EPKK,large_airport,Krak?w John Paul II International Airport,791,EU,PL,PL-MA,Balice,EPKK,KRK,EPKK,,"50.077702, 19.7848"
EPKT,medium_airport,Katowice Wojciech Korfanty International Airport,995,EU,PL,PL-SL,Katowice,EPKT,KTW,EPKT,,"50.476015, 19.080705"
EPLB,medium_airport,Lublin Airport,633,EU,PL,PL-LU,Lublin,EPLB,LUZ,EPLB,,"51.240157, 22.713461"
EPLL,medium_airport,??d? W?adys?aw Reymont Airport,604,EU,PL,PL-LD,??d?,EPLL,LCJ,EPLL,,"51.721901, 19.3981"
EPMO,medium_airport,Modlin Airport,341,EU,PL,PL-MZ,Nowy Dw?r Mazowiecki,EPMO,WMI,EPMO,,"52.451099, 20.6518"
EPPO,medium_airport,Pozna?-?awica Airport,308,EU,PL,PL-WP,Pozna?,EPPO,POZ,EPPO,,"52.421598, 16.823359"
EPRA,medium_airport,Warsaw Radom Airport,610,EU,PL,PL-MZ,Radom,EPRA,RDO,EPRA,,"51.38937, 21.214742"
EPRU,small_airport,Cz?stochowa-Rudniki Airport,860,EU,PL,PL-SL,Rudniki,EPRU,CZW,EPRU,,"50.884716, 19.201842"
EPRZ,medium_airport,Rzesz?w-Jasionka Airport,693,EU,PL,PL-PK,Jasionka,EPRZ,RZE,EPRZ,,"50.109791, 22.024155"
EPSC,medium_airport,Solidarity Szczecin??oleni?w Airport,154,EU,PL,PL-ZP,Glewice,EPSC,SZZ,EPSC,,"53.584702, 14.9022"
EPSY,medium_airport,Olsztyn-Mazury Airport,463,EU,PL,PL-WN,Szymany,EPSY,SZY,EPSY,,"53.481899, 20.9377"
EPWA,large_airport,Warsaw Chopin Airport,362,EU,PL,PL-MZ,Warsaw,EPWA,WAW,EPWA,,"52.165699, 20.9671"
EPWR,medium_airport,Copernicus Wroc?aw Airport,404,EU,PL,PL-DS,Wroc?aw,EPWR,WRO,EPWR,,"51.103719, 16.882096"
EPZG,medium_airport,Zielona G?ra-Babimost Airport,194,EU,PL,PL-LB,Nowe Kramsko,EPZG,IEG,EPZG,,"52.1385, 15.7986"
ESDF,medium_airport,Ronneby Airport,191,EU,SE,SE-K,Ronneby,ESDF,RNB,ESDF,,"56.266701, 15.265"
ESGG,large_airport,G?teborg Landvetter Airport,506,EU,SE,SE-Q,G?teborg,ESGG,GOT,ESGG,,"57.6628, 12.2798"
ESGJ,medium_airport,J?nk?ping Airport,741,EU,SE,SE-F,J?nk?ping,ESGJ,JKG,ESGJ,,"57.757598876953125, 14.068699836730957"
ESGL,small_airport,Lidk?ping-Hovby Airport,200,EU,SE,SE-Q,Lidk?ping,ESGL,LDK,ESGL,,"58.4655, 13.1744"
ESGP,medium_airport,S?ve Airport,59,EU,SE,SE-Q,G?teborg,ESGP,GSE,ESGP,,"57.7747, 11.8704"
ESGR,medium_airport,Sk?vde Airport,324,EU,SE,SE-Q,Sk?vde,ESGR,KVB,ESGR,,"58.456402, 13.9727"
ESGT,medium_airport,Trollh?ttan-V?nersborg Airport,137,EU,SE,SE-Q,Trollh?ttan,ESGT,THN,ESGT,,"58.31809997558594, 12.345000267028809"
ESKK,medium_airport,Karlskoga Airport,407,EU,SE,SE-T,Karlskoga,ESKK,KSK,ESKK,,"59.345901, 14.4959"
ESKM,medium_airport,Mora Airport,634,EU,SE,SE-W,Mora,ESKM,MXX,ESKM,,"60.957901, 14.5114"
ESKN,medium_airport,Stockholm Skavsta Airport,140,EU,SE,SE-D,Nyk?ping,ESKN,NYO,ESKN,,"58.788601, 16.912201"
ESMK,medium_airport,Kristianstad Airport,76,EU,SE,SE-M,Kristianstad,ESMK,KID,ESMK,,"55.9217, 14.0855"
ESMO,small_airport,Oskarshamn Airport,96,EU,SE,SE-H,Oskarshamn,ESMO,OSK,ESMO,,"57.350498, 16.497999"
ESMQ,medium_airport,Kalmar Airport,17,EU,SE,SE-H,Kalmar,ESMQ,KLR,ESMQ,,"56.685501, 16.2876"
ESMS,medium_airport,Malm? Sturup Airport,236,EU,SE,SE-M,Malm?,ESMS,MMX,ESMS,,"55.535564, 13.376327"
ESMT,medium_airport,Halmstad Airport,101,EU,SE,SE-N,Halmstad,ESMT,HAD,ESMT,,"56.69110107421875, 12.820199966430664"
ESMX,medium_airport,V?xj? Kronoberg Airport,610,EU,SE,SE-G,V?xj?,ESMX,VXO,ESMX,,"56.929100036621094, 14.727999687194824"
ESND,small_airport,Sveg Airport,1178,EU,SE,SE-Z,Sveg,ESND,EVG,ESND,,"62.047798, 14.4229"
ESNG,medium_airport,G?llivare Airport,1027,EU,SE,SE-BD,G?llivare,ESNG,GEV,ESNG,,"67.13240051269531, 20.814599990844727"
ESNK,medium_airport,Kramfors-Sollefte? H?ga Kusten Airport,34,EU,SE,SE-Y,Nyland,ESNK,KRF,ESNK,,"63.048599, 17.7689"
ESNL,medium_airport,Lycksele Airport,705,EU,SE,SE-AC,Lycksele,ESNL,LYC,ESNL,,"64.548302, 18.7162"
ESNN,medium_airport,Sundsvall-H?rn?sand Airport,16,EU,SE,SE-Y,Sundsvall/ H?rn?sand,ESNN,SDL,ESNN,,"62.528099060058594, 17.443899154663086"
ESNO,medium_airport,?rnsk?ldsvik Airport,354,EU,SE,SE-Y,?rnsk?ldsvik,ESNO,OER,ESNO,,"63.40829849243164, 18.989999771118164"
ESNQ,medium_airport,Kiruna Airport,1508,EU,SE,SE-BD,Kiruna,ESNQ,KRN,ESNQ,,"67.821998596191, 20.336799621582"
ESNS,medium_airport,Skellefte? Airport,157,EU,SE,SE-AC,Skellefte?,ESNS,SFT,ESNS,,"64.62480163574219, 21.076900482177734"
ESNU,medium_airport,Ume? Airport,24,EU,SE,SE-AC,Ume?,ESNU,UME,ESNU,,"63.791801452637, 20.282800674438"
ESNV,medium_airport,Vilhelmina South Lapland Airport,1140,EU,SE,SE-AC,Vilhelmina,ESNV,VHM,ESNV,,"64.579102, 16.833599"
ESNX,medium_airport,Arvidsjaur Airport,1245,EU,SE,SE-BD,Arvidsjaur,ESNX,AJR,ESNX,,"65.59030151367188, 19.28190040588379"
ESNY,medium_airport,S?derhamn Airport,88,EU,SE,SE-X,S?derhamn,ESNY,SOO,ESNY,,"61.261501, 17.0991"
ESNZ,medium_airport,?re ?stersund Airport,1233,EU,SE,SE-Z,?stersund,ESNZ,OSD,ESNZ,,"63.194135, 14.500322"
ESOE,medium_airport,?rebro Airport,188,EU,SE,SE-T,?rebro,ESOE,ORB,ESOE,,"59.22370147705078, 15.038000106811523"
ESOH,small_airport,Hagfors Airport,474,EU,SE,SE-S,R?da,ESOH,HFS,ESOH,,"60.0201, 13.5789"
ESOK,medium_airport,Karlstad Airport,352,EU,SE,SE-S,Karlstad,ESOK,KSD,ESOK,,"59.444698, 13.3374"
ESOW,medium_airport,Stockholm V?ster?s Airport,21,EU,SE,SE-U,Stockholm / V?ster?s,ESOW,VST,ESOW,,"59.58940124511719, 16.63360023498535"
ESPA,medium_airport,Lule? Airport,65,EU,SE,SE-BD,Lule?,ESPA,LLA,ESPA,,"65.5438, 22.122"
ESSA,large_airport,Stockholm-Arlanda Airport,137,EU,SE,SE-AB,Stockholm,ESSA,ARN,ESSA,,"59.64849, 17.928829"
ESSB,medium_airport,Stockholm-Bromma Airport,47,EU,SE,SE-AB,Stockholm,ESSB,BMA,ESSB,,"59.354400634765625, 17.941699981689453"
ESSD,medium_airport,Dala Airport,503,EU,SE,SE-W,Borlange,ESSD,BLE,ESSD,,"60.422001, 15.5152"
ESSF,small_airport,Hultsfred Airport,366,EU,SE,SE-H,Hultsfred,ESSF,HLF,ESSF,,"57.525799, 15.8233"
ESSK,medium_airport,G?vle Sandviken Airport,224,EU,SE,SE-X,G?vle / Sandviken,ESSK,GVX,ESSK,,"60.5933, 16.951401"
ESSL,medium_airport,Link?ping City Airport,172,EU,SE,SE-E,Link?ping,ESSL,LPI,ESSL,,"58.4062004089, 15.680500030500001"
ESSP,medium_airport,Norrk?ping Airport,32,EU,SE,SE-E,Norrk?ping,ESSP,NRK,ESSP,,"58.586299896240234, 16.250600814819336"
ESST,medium_airport,Torsby Airport,393,EU,SE,SE-S,Torsby,ESST,TYF,ESST,,"60.1576, 12.9913"
ESSU,medium_airport,Eskilstuna Airport,139,EU,SE,SE-D,Eskilstuna,ESSU,EKT,ESSU,,"59.351101, 16.708401"
ESSV,medium_airport,Visby Airport,164,EU,SE,SE-I,Visby,ESSV,VBY,ESSV,,"57.662799835205, 18.346200942993"
ESSW,small_airport,V?stervik Airport,118,EU,SE,SE-H,V?stervik,ESSW,VVK,ESSW,,"57.779999, 16.5236"
ESTA,medium_airport,?ngelholm-Helsingborg Airport,68,EU,SE,SE-M,?ngelholm,ESTA,AGH,ESTA,,"56.29610061645508, 12.847100257873535"
ESUD,medium_airport,Storuman Airport,915,EU,SE,SE-AC,Storuman,ESUD,SQO,ESUD,,"64.960899, 17.6966"
ESUE,small_airport,Idre Airport,1480,EU,SE,SE-W,Idre,ESUE,IDB,ESUE,,"61.869701, 12.6894"
ESUP,small_airport,Pajala Airport,542,EU,SE,SE-BD,Pajala,ESUP,PJA,ESUP,,"67.244569, 23.074894"
ESUT,small_airport,Hemavan Airport,1503,EU,SE,SE-AC,Hemavan,ESUT,HMV,ESUT,,"65.806099, 15.0828"
ETAD,medium_airport,Spangdahlem Air Base,1197,EU,DE,DE-RP,Trier,ETAD,SPM,ETAD,,"49.976507, 6.698413"
ETAR,medium_airport,Ramstein Air Base,776,EU,DE,DE-RP,Ramstein-Miesenbach,ETAR,RMS,ETAR,,"49.436901, 7.60028"
ETHF,medium_airport,Fritzlar Army Airfield,565,EU,DE,DE-HE,Fritzlar,ETHF,FRZ,ETHF,,"51.1146, 9.286"
ETIK,heliport,Illesheim Army Heliport,1079,EU,DE,DE-BY,Illesheim,ETIK,ILH,ETIK,,"49.4739, 10.3881"
ETMN,medium_airport,Sea-Airport Cuxhaven/Nordholz / Nordholz Naval Airbase,74,EU,DE,DE-NI,Wurster Nordseek?ste,ETMN,FCN,ETMN,,"53.767689, 8.659201"
ETNG,medium_airport,Geilenkirchen Air Base,296,EU,DE,DE-NW,Geilenkirchen,ETNG,GKE,ETNG,,"50.9608, 6.04242"
ETNL,medium_airport,Rostock-Laage Airport,138,EU,DE,DE-MV,Laage,ETNL,RLG,ETNL,,"53.918201, 12.2783"
ETNS,medium_airport,Schleswig Air Base,70,EU,DE,DE-SH,Jagel,ETNS,WBG,ETNS,,"54.459301, 9.51633"
ETOU,medium_airport,Wiesbaden Army Airfield,461,EU,DE,DE-HE,Wiesbaden,ETOU,WIE,ETOU,,"50.049800872802734, 8.325400352478027"
ETSI,medium_airport,Ingolstadt Manching Airport,1202,EU,DE,DE-BY,Manching,ETSI,IGS,ETSI,,"48.7156982421875, 11.534000396728516"
EVLA,medium_airport,Liep?ja International Airport,16,EU,LV,LV-112,Liep?ja,EVLA,LPX,EVLA,,"56.517502, 21.096901"
EVRA,large_airport,Riga International Airport,36,EU,LV,LV-062,Riga,EVRA,RIX,EVRA,,"56.923599, 23.9711"
EVVA,small_airport,Ventspils International Airport,19,EU,LV,LV-VEN,Ventspils,EVVA,VNT,EVVA,,"57.3578, 21.544201"
EYKA,medium_airport,Kaunas International Airport,256,EU,LT,LT-KU,Kaunas,EYKA,KUN,EYKA,,"54.96390151977539, 24.084800720214844"
EYPA,medium_airport,Palanga International Airport,33,EU,LT,LT-KL,Palanga,EYPA,PLQ,EYPA,,"55.973201751708984, 21.093900680541992"
EYPP,medium_airport,Panev??ys Air Base,197,EU,LT,LT-PN,Panev??ys,EYPP,PNV,EYPP,,"55.729400634765625, 24.460800170898438"
EYSA,medium_airport,?iauliai International Airport,443,EU,LT,LT-SA,?iauliai,EYSA,SQQ,EYSA,,"55.89390182495117, 23.395000457763672"
EYVI,large_airport,Vilnius International Airport,648,EU,LT,LT-VL,Vilnius,EYVI,VNO,EYVI,,"54.634102, 25.285801"
FAAB,medium_airport,Alexander Bay Airport,98,AF,ZA,ZA-NC,Alexander Bay,FAAB,ALJ,FAAB,,"-28.575001, 16.5333"
FAAG,medium_airport,Aggeneys Airport,2648,AF,ZA,ZA-NC,Aggeneys,FAAG,AGZ,FAAG,,"-29.281799, 18.8139"
FAAL,small_airport,Alldays Airport,2600,AF,ZA,ZA-NP,Alldays,FAAL,ADY,FAAL,,"-22.679001, 29.0555"
FABE,medium_airport,Bisho Airport,1950,AF,ZA,ZA-EC,Bisho,FABE,BIY,FABE,,"-32.897099, 27.2791"
FABL,medium_airport,Bram Fischer International Airport,4457,AF,ZA,ZA-FS,Bloemfontain,FABL,BFN,FABL,,"-29.092699, 26.302401"
FACD,small_airport,Cradock Airport,3110,AF,ZA,ZA-EC,Cradock,FACD,CDO,FACD,,"-32.1567001343, 25.6455993652"
FACT,large_airport,Cape Town International Airport,151,AF,ZA,ZA-WC,Cape Town,FACT,CPT,FACT,,"-33.9648017883, 18.6016998291"
FADK,small_airport,Mubatuba Airport,210,AF,ZA,ZA-NL,Mubatuba,FADK,DUK,FADK,FA65,"-28.36840057373047, 32.24810028076172"
FADQ,small_airport,Zulu Inyala Airport,160,AF,ZA,ZA-NL,Phinda,FADQ,PZL,FADQ,,"-27.84939956665039, 32.30970001220703"
FAEL,medium_airport,King Phalo Airport,435,AF,ZA,ZA-EC,East London,FAEL,ELS,FAEL,,"-33.035599, 27.825899"
FAEM,small_airport,Empangeni Airport,251,AF,ZA,ZA-NL,Empangeni,FAEM,EMG,FAEM,,"-28.719999313354492, 31.889999389648438"
FAER,small_airport,Ellisras Matimba Airport,2799,AF,ZA,ZA-NP,Ellisras,FAER,ELL,FAER,,"-23.726699829101562, 27.68829917907715"
FAFB,medium_airport,Ficksburg Sentraoes Airport,5315,AF,ZA,ZA-FS,Ficksburg,FAFB,FCB,FAFB,,"-28.82309913635254, 27.908899307250977"
FAGC,medium_airport,Grand Central Airport,5325,AF,ZA,ZA-GT,Midrand,FAGC,GCJ,FAGC,,"-25.986299514799995, 28.1401004791"
FAGG,medium_airport,George Airport,648,AF,ZA,ZA-WC,George,FAGG,GRJ,FAGG,,"-34.0056, 22.378902"
FAGI,small_airport,Giyani Airport,1584,AF,ZA,ZA-NP,Giyani,FAGI,GIY,FAGI,,"-23.2833, 30.65"
FAGM,medium_airport,Rand Airport,5483,AF,ZA,ZA-GT,Johannesburg,FAGM,QRA,FAGM,,"-26.2425, 28.151199"
FAHL,small_airport,Hluhluwe Airport,249,AF,ZA,ZA-NL,Hluhluwe,FAHL,HLW,FAHL,,"-28.0166049887, 32.2751712799"
FAHR,medium_airport,Harrismith Airport,5585,AF,ZA,ZA-FS,Harrismith,FAHR,HRS,FAHR,,"-28.2351, 29.106199"
FAHS,small_airport,Hoedspruit Air Force Base Airport,1743,AF,ZA,ZA-NP,Hoedspruit,FAHS,HDS,FAHS,,"-24.368600845299998, 31.0487003326"
FAKD,medium_airport,P C Pelser Airport,4444,AF,ZA,ZA-NW,Klerksdorp,FAKD,KXE,FAKD,,"-26.871099, 26.718"
FAKM,medium_airport,Kimberley Airport,3950,AF,ZA,ZA-NC,Kimberley,FAKM,KIM,FAKM,,"-28.802799224900003, 24.7651996613"
FAKN,medium_airport,Kruger Mpumalanga International Airport,2829,AF,ZA,ZA-MP,Mpumalanga,FAKN,MQP,FAKN,,"-25.3831996918, 31.1056003571"
FAKP,small_airport,Komatipoort Airport,541,AF,ZA,ZA-MP,Komatipoort,FAKP,KOF,FAKP,,"-25.44029998779297, 31.93000030517578"
FAKU,medium_airport,Johan Pienaar Airport,4382,AF,ZA,ZA-NC,Kuruman,FAKU,KMH,FAKU,,"-27.45669937133789, 23.411399841308594"
FAKZ,medium_airport,Kleinsee Airport,270,AF,ZA,ZA-NC,Kleinsee,FAKZ,KLZ,FAKZ,,"-29.6884002686, 17.093999862700002"
FALA,medium_airport,Lanseria International Airport,4517,AF,ZA,ZA-GT,Johannesburg,FALA,HLA,FALA,,"-25.938499, 27.9261"
FALC,medium_airport,Lime Acres Finsch Mine Airport,4900,AF,ZA,ZA-NC,Lime Acres,FALC,LMR,FALC,,"-28.36009979248047, 23.43910026550293"
FALD,small_airport,Londolozi Airport,1300,AF,ZA,ZA-NP,Londolozi,FALD,LDZ,FALD,,"-24.7478, 31.4743"
FALE,large_airport,King Shaka International Airport,295,AF,ZA,ZA-NL,Durban,FALE,DUR,FALE,,"-29.6144444444, 31.1197222222"
FALO,small_airport,Louis Trichardt Airport,3025,AF,ZA,ZA-NP,Louis Trichardt,FALO,LCD,FALO,,"-23.061899185180664, 29.864700317382812"
FALW,medium_airport,Langebaanweg Airport,108,AF,ZA,ZA-WC,Langebaanweg,FALW,SDB,FALW,,"-32.968898773199996, 18.1602993011"
FALY,medium_airport,Ladysmith Airport,3548,AF,ZA,ZA-NL,Ladysmith,FALY,LAY,FALY,,"-28.5816993713, 29.749700546299998"
